Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,placeholder
0013a00001ZzN6WAAV,1/27/2017,6/11/2023,6/12/2020,Renewable,1
0013a00001ZzN7bAAF,6/18/2016,,6/18/2016,Evergreen,0
0013a00001ZzN7cAAF,10/3/2018,10/1/2024,10/2/2021,Renewable,1
0013a00001ZzN7fAAF,6/22/2018,,6/22/2018,Evergreen,0
0013a00001ZzN7iAAF,12/28/2017,,2/26/2021,Evergreen,0
0013a00001ZzN7JAAV,10/22/2018,10/22/2023,3/9/2021,Renewable,1
0013a00001ZzN7tAAF,7/10/2018,,7/10/2018,Evergreen,0
0013a00001ZzN7uAAF,4/22/2019,,4/22/2019,Evergreen,0
0013a00001ZzN8AAAV,3/6/2018,7/5/2024,7/6/2021,Evergreen,0
0013a00001ZzN8dAAF,6/16/2015,8/13/2024,8/14/2021,Renewable,1
0013a00001ZzN8fAAF,4/22/2019,4/22/2022,4/22/2019,Renewable,1
0013a00001ZzN8mAAF,11/11/2016,,11/11/2016,Evergreen,0
0013a00001ZzN8MAAV,6/26/2015,,6/26/2015,Evergreen,0
0013a00001ZzN8rAAF,3/24/2016,,12/29/2020,Evergreen,0
0013a00001ZzN9dAAF,1/31/2017,,1/31/2017,Evergreen,0
0013a00001ZzN9EAAV,4/30/2018,9/26/2019,4/30/2018,Evergreen,0
0013a00001ZzN9GAAV,4/3/2015,,4/3/2015,Evergreen,0
0013a00001ZzN9HAAV,6/25/2018,,6/25/2018,Evergreen,0
0013a00001ZzN9mAAF,11/9/2016,,11/9/2016,Evergreen,0
0013a00001ZzN9vAAF,7/17/2018,,7/17/2018,Evergreen,0
0013a00001ZzN9YAAV,8/30/2016,6/27/2019,8/30/2016,Renewable,1
0013a00001ZzN9zAAF,2/26/2018,,2/18/2021,Evergreen,0
0013a00001ZzN9ZAAV,4/8/2019,4/7/2024,4/8/2021,Renewable,1
0013a00001ZzNa2AAF,3/14/2017,,3/14/2017,Evergreen,0
0013a00001ZzNA4AAN,10/30/2017,4/22/2020,10/30/2017,Evergreen,0
0013a00001ZzNa6AAF,10/15/2018,,10/15/2018,Evergreen,0
0013a00001ZzNa7AAF,8/1/2018,,8/1/2018,Evergreen,0
0013a00001ZzNA7AAN,11/6/2015,1/18/2025,1/19/2022,Renewable,1
0013a00001ZzNABAA3,1/31/2019,,1/12/2021,Evergreen,0
0013a00001ZzNAEAA3,11/23/2018,2/25/2020,11/23/2018,Evergreen,0
0013a00001ZzNAhAAN,6/11/2020,6/10/2023,6/11/2021,Renewable,1
0013a00001ZzNAJAA3,11/16/2018,,11/16/2018,Evergreen,0
0013a00001ZzNAjAAN,8/16/2018,,8/16/2018,Evergreen,0
0013a00001ZzNaLAAV,4/10/2017,,4/10/2017,Evergreen,0
0013a00001ZzNAMAA3,3/27/2017,,1/31/2021,Evergreen,0
0013a00001ZzNapAAF,12/21/2015,,12/21/2015,Evergreen,0
0013a00001ZzNApAAN,9/19/2018,7/18/2024,7/19/2021,Renewable,1
0013a00001ZzNaPAAV,1/30/2019,9/24/2022,4/30/2021,Renewable,1
0013a00001ZzNaQAAV,7/19/2019,9/18/2022,7/19/2019,Renewable,1
0013a00001ZzNasAAF,11/10/2015,,11/10/2015,Evergreen,0
0013a00001ZzNaTAAV,2/22/2018,,2/22/2018,Evergreen,0
0013a00001ZznayAAB,1/28/2019,8/28/2022,1/28/2019,Renewable,1
0013a00001ZzNayAAF,5/8/2017,9/7/2022,9/8/2021,Renewable,1
0013a00001ZzNaYAAV,7/12/2018,12/11/2023,12/12/2020,Evergreen,0
0013a00001ZzNAzAAN,1/27/2016,9/26/2022,9/27/2019,Renewable,1
0013a00001ZzNb1AAF,6/1/2017,,6/1/2017,Evergreen,0
0013a00001ZzNB6AAN,12/14/2017,,12/14/2017,Evergreen,0
0013a00001ZzNb7AAF,10/27/2020,6/26/2022,5/11/2021,Renewable,1
0013a00001ZzNBAAA3,8/7/2018,,8/7/2018,Evergreen,0
0013a00001ZzNBbAAN,7/26/2018,,7/26/2018,Evergreen,0
0013a00001ZzNbCAAV,6/27/2016,9/27/2022,7/27/2020,Renewable,1
0013a00001ZzNBdAAN,5/29/2018,6/27/2022,6/28/2021,Renewable,1
0013a00001ZzNbDAAV,6/22/2015,4/21/2021,4/22/2021,Evergreen,0
0013a00001ZzNBeAAN,9/25/2018,1/24/2021,1/25/2021,Evergreen,0
0013a00001ZzNBGAA3,7/12/2018,3/11/2021,3/12/2021,Evergreen,0
0013a00001ZzNBmAAN,9/12/2017,,1/24/2021,Evergreen,0
0013a00001ZzNBoAAN,10/12/2018,,10/12/2018,Evergreen,0
0013a00001ZzNBQAA3,3/15/2018,,2/2/2021,Evergreen,0
0013a00001ZzNbRAAV,2/5/2015,,12/23/2020,Evergreen,0
0013a00001ZzNbSAAV,4/29/2019,4/28/2022,4/29/2019,Renewable,1
0013a00001ZzNBWAA3,10/24/2016,4/22/2021,4/23/2021,Evergreen,0
0013a00001ZzNC0AAN,6/28/2016,,1/4/2021,Evergreen,0
0013a00001ZzNc3AAF,9/26/2019,11/7/2022,7/7/2021,Renewable,1
0013a00001ZzNC4AAN,9/16/2016,,9/16/2016,Evergreen,0
0013a00001ZzNcdAAF,5/3/2019,5/2/2022,5/3/2019,Renewable,1
0013a00001ZzNCFAA3,6/9/2017,5/16/2022,3/14/2021,Renewable,1
0013a00001ZzNCGAA3,10/16/2019,4/29/2020,10/16/2019,Evergreen,0
0013a00001ZzNCIAA3,1/22/2019,5/21/2023,3/18/2021,Renewable,1
0013a00001ZzNCjAAN,9/13/2017,12/11/2022,12/12/2019,Renewable,1
0013a00001ZzNCLAA3,11/11/2015,,11/11/2015,Evergreen,0
0013a00001ZzNclAAF,7/17/2018,,7/17/2018,Evergreen,0
0013a00001ZzNClAAN,8/23/2017,9/22/2023,12/7/2020,Renewable,1
0013a00001ZzNCmAAN,9/13/2017,,1/5/2021,Evergreen,0
0013a00001ZzNcMAAV,12/14/2016,,12/14/2016,Evergreen,0
0013a00001ZzNcnAAF,7/20/2018,,7/20/2018,Evergreen,0
0013a00001ZzNCOAA3,7/11/2018,6/9/2023,6/10/2020,Renewable,1
0013a00001ZzNcsAAF,12/12/2016,,12/12/2016,Evergreen,0
0013a00001ZzNcvAAF,6/8/2021,6/7/2024,6/8/2021,Renewable,1
0013a00001ZzNCWAA3,11/10/2016,9/2/2024,9/3/2021,Renewable,1
0013a00001ZzND0AAN,7/13/2018,,7/13/2018,Evergreen,0
0013a00001ZzND5AAN,3/16/2017,3/31/2024,4/1/2021,Evergreen,0
0013a00001ZzNd6AAF,8/3/2018,,8/3/2018,Evergreen,0
0013a00001ZzNd7AAF,2/1/2022,4/30/2025,5/1/2022,Renewable,1
0013a00001ZzND7AAN,11/9/2018,,11/9/2018,Evergreen,0
0013a00001ZzNd8AAF,10/21/2016,9/17/2020,10/21/2016,Evergreen,0
0013a00001ZzNDeAAN,9/27/2019,9/26/2022,3/8/2021,Renewable,1
0013a00001ZzNdhAAF,5/10/2018,,5/10/2018,Evergreen,0
0013a00001ZzNdHAAV,12/8/2016,,12/8/2016,Evergreen,0
0013a00001ZzNdJAAV,1/21/2016,2/20/2023,2/21/2021,Renewable,1
0013a00001ZzNDoAAN,11/19/2015,,1/4/2021,Evergreen,0
0013a00001ZzNDRAA3,5/12/2016,,5/12/2016,Evergreen,0
0013a00001ZzNdrAAF,5/30/2019,12/28/2023,3/1/2021,Renewable,1
0013a00001ZzNdUAAV,2/24/2016,10/23/2022,10/24/2020,Renewable,1
0013a00001ZzNDxAAN,11/10/2016,,11/10/2016,Evergreen,0
0013a00001ZzNDZAA3,9/27/2017,,9/27/2017,Evergreen,0
0013a00001ZzNDzAAN,2/10/2017,,2/10/2017,Evergreen,0
0013a00001ZzNE3AAN,6/30/2015,,6/30/2015,Evergreen,0
0013a00001ZzNE6AAN,6/15/2016,3/28/2021,3/29/2021,Evergreen,0
0013a00001ZzNe8AAF,7/10/2017,,2/28/2021,Evergreen,0
0013a00001ZzNE8AAN,2/3/2016,2/2/2024,11/29/2021,Renewable,1
0013a00001ZzNEEAA3,7/17/2015,11/26/2023,1/7/2022,Renewable,1
0013a00001ZzNEGAA3,8/20/2015,11/11/2020,11/12/2020,Evergreen,0
0013a00001ZzNeiAAF,11/22/2016,,2/5/2021,Evergreen,0
0013a00001ZzNEjAAN,7/18/2016,,7/18/2016,Evergreen,0
0013a00001ZzNELAA3,7/10/2018,9/9/2024,9/10/2021,Renewable,1
0013a00001ZzNemAAF,3/7/2019,,3/7/2019,Evergreen,0
0013a00001ZzNeMAAV,11/21/2018,,11/21/2018,Evergreen,0
0013a00001ZzNenAAF,7/23/2018,,2/15/2021,Evergreen,0
0013a00001ZzNeOAAV,8/16/2016,1/15/2024,1/16/2022,Renewable,1
0013a00001ZzNERAA3,7/19/2018,,7/19/2018,Evergreen,0
0013a00001ZzNerAAF,5/30/2018,,5/30/2018,Evergreen,0
0013a00001ZzNEWAA3,9/25/2015,,9/25/2015,Evergreen,0
0013a00001ZzNEYAA3,1/21/2016,6/20/2022,6/21/2021,Renewable,1
0013a00001ZzNF7AAN,11/30/2018,11/30/2020,12/1/2020,Renewable,1
0013a00001ZzNFaAAN,1/11/2016,3/9/2023,3/10/2020,Renewable,1
0013a00001ZzNfBAAV,1/30/2017,,1/19/2021,Evergreen,0
0013a00001ZzNFcAAN,5/24/2015,,5/24/2015,Evergreen,0
0013a00001ZzNfdAAF,5/23/2018,10/22/2023,10/23/2020,Evergreen,0
0013a00001ZzNFdAAN,5/16/2016,7/15/2023,7/16/2020,Renewable,1
0013a00001ZzNFEAA3,6/29/2016,3/28/2025,3/29/2022,Renewable,1
0013a00001ZzNfeAAF,7/14/2017,,2/4/2021,Evergreen,0
0013a00001ZzNFeAAN,6/22/2015,2/21/2023,10/7/2021,Renewable,1
0013a00001ZzNFHAA3,11/19/2018,,11/19/2018,Evergreen,0
0013a00001ZzNFIAA3,1/2/2020,1/1/2024,1/2/2021,Renewable,1
0013a00001ZzNFLAA3,4/7/2017,,12/17/2020,Evergreen,0
0013a00001ZzNfmAAF,8/30/2018,3/27/2021,3/28/2021,Evergreen,0
0013a00001ZzNfMAAV,10/3/2018,,10/3/2018,Evergreen,0
0013a00001ZzNfnAAF,6/28/2018,7/28/2023,7/29/2020,Renewable,1
0013a00001ZzNFOAA3,6/28/2017,,6/28/2017,Evergreen,0
0013a00001ZzNFpAAN,11/3/2016,,3/10/2021,Evergreen,0
0013a00001ZzNFQAA3,5/2/2017,,3/8/2021,Evergreen,0
0013a00001ZzNFqAAN,2/25/2015,,2/25/2015,Evergreen,0
0013a00001ZzNfsAAF,1/5/2017,3/4/2024,5/5/2021,Renewable,1
0013a00001ZzNfSAAV,7/22/2019,7/18/2022,7/22/2019,Renewable,1
0013a00001ZzNfTAAV,1/26/2018,,2/15/2021,Evergreen,0
0013a00001ZzNFwAAN,12/7/2016,8/6/2024,8/7/2021,Renewable,1
0013a00001ZzNg0AAF,1/9/2018,7/8/2024,7/9/2021,Renewable,1
0013a00001ZzNg3AAF,4/9/2018,,4/9/2018,Evergreen,0
0013a00001ZzNg5AAF,11/23/2018,,11/23/2018,Evergreen,0
0013a00001ZzNG8AAN,7/12/2016,3/25/2020,3/26/2020,Evergreen,0
0013a00001ZzNggAAF,7/20/2018,,7/20/2018,Evergreen,0
0013a00001ZzNglAAF,1/30/2019,12/27/2021,12/28/2021,Renewable,1
0013a00001ZzNGRAA3,9/30/2019,9/29/2022,9/30/2019,Renewable,1
0013a00001ZzngSAAR,3/31/2017,,3/31/2017,Evergreen,0
0013a00001ZzNGVAA3,10/9/2015,,3/9/2021,Evergreen,0
0013a00001ZzNH2AAN,5/14/2015,,5/14/2015,Evergreen,0
0013a00001ZzNh7AAF,7/12/2018,,7/12/2018,Evergreen,0
0013a00001ZzNH9AAN,11/17/2016,12/16/2020,11/17/2016,Evergreen,0
0013a00001ZzNHcAAN,8/25/2017,,8/25/2017,Evergreen,0
0013a00001ZzNheAAF,1/11/2017,,1/11/2017,Evergreen,0
0013a00001ZzNhhAAF,9/15/2016,,9/15/2016,Evergreen,0
0013a00001ZzNhHAAV,11/28/2016,,1/24/2018,Evergreen,0
0013a00001ZzNHIAA3,10/5/2015,7/27/2024,7/28/2021,Renewable,1
0013a00001ZzNHiAAN,6/9/2015,,6/9/2015,Evergreen,0
0013a00001ZzNhjAAF,11/2/2018,,2/2/2021,Evergreen,0
0013a00001ZzNHjAAN,8/19/2015,,8/19/2015,Evergreen,0
0013a00001ZzNHLAA3,6/30/2020,6/29/2023,7/30/2020,Renewable,1
0013a00001ZzNHmAAN,2/3/2019,1/13/2020,2/3/2019,Evergreen,0
0013a00001ZzNhnAAF,12/14/2018,12/13/2023,12/14/2020,Renewable,1
0013a00001ZzNHPAA3,4/16/2019,4/15/2020,4/16/2019,Renewable,1
0013a00001ZzNHQAA3,4/13/2016,5/12/2020,4/13/2016,Evergreen,0
0013a00001ZzNhUAAV,6/16/2020,9/15/2023,6/16/2020,Renewable,1
0013a00001ZzNhWAAV,6/24/2019,6/24/2022,6/24/2019,Renewable,1
0013a00001ZzNhxAAF,1/10/2017,4/19/2020,1/10/2017,Evergreen,0
0013a00001ZznI0AAJ,11/13/2018,12/30/2023,12/31/2020,Renewable,1
0013a00001ZzNi2AAF,12/4/2017,,12/4/2017,Evergreen,0
0013a00001ZzNi4AAF,11/7/2018,7/25/2023,7/26/2020,Renewable,1
0013a00001ZzNi8AAF,3/13/2018,,3/15/2021,Evergreen,0
0013a00001ZzNiCAAV,6/30/2015,11/27/2024,11/28/2021,Evergreen,0
0013a00001ZzNIFAA3,7/2/2018,5/1/2024,5/2/2021,Renewable,1
0013a00001ZzNiFAAV,3/22/2017,9/21/2022,9/22/2021,Evergreen,0
0013a00001ZzNIIAA3,10/24/2016,,3/3/2021,Evergreen,0
0013a00001ZzNiJAAV,6/9/2017,,6/9/2017,Evergreen,0
0013a00001ZznIKAAZ,11/14/2018,,2/12/2021,Evergreen,0
0013a00001ZzNilAAF,7/29/2016,8/19/2022,7/29/2016,Renewable,1
0013a00001ZzNivAAF,11/15/2017,,11/15/2017,Evergreen,0
0013a00001ZzNiwAAF,9/27/2018,,9/27/2018,Evergreen,0
0013a00001ZzNiXAAV,2/6/2019,12/5/2023,12/6/2021,Evergreen,0
0013a00001ZzNiyAAF,11/14/2017,2/24/2020,11/14/2017,Evergreen,0
0013a00001ZzNiYAAV,9/27/2018,9/27/2023,1/17/2022,Renewable,1
0013a00001ZzNizAAF,3/26/2019,,3/26/2019,Evergreen,0
0013a00001ZzNj2AAF,5/29/2017,8/28/2024,8/29/2021,Renewable,1
0013a00001ZzNj6AAF,12/5/2018,12/4/2024,12/5/2021,Renewable,1
0013a00001ZzNJGAA3,10/20/2015,9/19/2022,4/20/2021,Renewable,1
0013a00001ZzNjHAAV,10/30/2017,,10/30/2017,Evergreen,0
0013a00001ZzNJIAA3,5/18/2018,,12/21/2020,Evergreen,0
0013a00001ZzNjiAAF,11/20/2017,,3/14/2021,Evergreen,0
0013a00001ZzNJmAAN,8/9/2018,,8/9/2018,Evergreen,0
0013a00001ZzNJNAA3,9/14/2017,,9/14/2017,Evergreen,0
0013a00001ZzNjqAAF,11/12/2019,11/11/2023,11/12/2020,Renewable,1
0013a00001ZzNjYAAV,11/26/2018,11/26/2024,11/27/2021,Renewable,1
0013a00001ZzNjzAAF,3/31/2021,3/30/2024,3/31/2021,Renewable,1
0013a00001ZzNK3AAN,11/17/2014,,3/5/2021,Evergreen,0
0013a00001ZzNK7AAN,12/28/2016,,12/28/2016,Evergreen,0
0013a00001ZzNk8AAF,3/22/2017,,3/22/2017,Evergreen,0
0013a00001ZzNK8AAN,6/27/2017,,6/27/2017,Evergreen,0
0013a00001ZzNkCAAV,12/16/2015,,3/9/2021,Evergreen,0
0013a00001ZzNKDAA3,7/31/2018,,7/31/2018,Evergreen,0
0013a00001ZzNKEAA3,10/29/2021,10/28/2024,10/29/2021,Renewable,1
0013a00001ZzNKFAA3,7/2/2018,,7/2/2018,Evergreen,0
0013a00001ZzNkfAAF,7/24/2017,,7/24/2017,Evergreen,0
0013a00001ZzNkFAAV,11/9/2018,12/8/2022,12/9/2020,Renewable,1
0013a00001ZzNKGAA3,9/26/2018,7/25/2023,7/26/2020,Renewable,1
0013a00001ZzNKHAA3,10/22/2015,,10/22/2015,Evergreen,0
0013a00001ZzNkiAAF,8/7/2018,,8/7/2018,Evergreen,0
0013a00001ZzNkjAAF,7/30/2018,,2/14/2021,Evergreen,0
0013a00001ZzNkmAAF,11/6/2018,2/4/2024,2/5/2021,Renewable,1
0013a00001ZzNKpAAN,11/30/2018,,11/30/2018,Evergreen,0
0013a00001ZzNKqAAN,6/27/2018,,2/22/2021,Evergreen,0
0013a00001ZzNkQAAV,5/21/2019,6/3/2023,1/20/2022,Renewable,1
0013a00001ZzNKrAAN,7/6/2018,9/26/2022,9/6/2022,Renewable,1
0013a00001ZzNKtAAN,7/16/2018,9/15/2024,9/16/2021,Renewable,1
0013a00001ZzNkuAAF,3/17/2017,8/31/2021,9/1/2021,Renewable,1
0013a00001ZzNKzAAN,10/8/2017,8/8/2022,10/8/2017,Renewable,1
0013a00001ZzNl3AAF,11/30/2020,1/29/2023,11/17/2021,Renewable,1
0013a00001ZznL5AAJ,2/5/2018,,2/5/2018,Evergreen,0
0013a00001ZzNL6AAN,6/29/2018,,6/29/2018,Evergreen,0
0013a00001ZzNLcAAN,9/6/2017,,9/6/2017,Evergreen,0
0013a00001ZzNlHAAV,11/1/2016,,11/1/2016,Evergreen,0
0013a00001ZzNLIAA3,11/1/2017,6/30/2023,1/5/2021,Renewable,1
0013a00001ZzNliAAF,12/18/2017,12/17/2022,12/19/2020,Renewable,1
0013a00001ZzNlKAAV,2/21/2018,9/20/2024,9/21/2021,Renewable,1
0013a00001ZzNllAAF,2/22/2018,8/21/2024,8/22/2021,Renewable,1
0013a00001ZzNLnAAN,6/27/2018,,6/27/2018,Evergreen,0
0013a00001ZzNLoAAN,5/23/2020,4/28/2021,4/29/2021,Renewable,1
0013a00001ZzNLPAA3,9/21/2018,,2/15/2021,Evergreen,0
0013a00001ZzNlqAAF,10/26/2017,,10/26/2017,Evergreen,0
0013a00001ZzNLqAAN,1/27/2017,2/28/2020,1/27/2017,Evergreen,0
0013a00001ZzNLTAA3,7/3/2018,,7/3/2018,Evergreen,0
0013a00001ZzNLYAA3,8/10/2017,,8/10/2017,Evergreen,0
0013a00001ZzNlYAAV,8/6/2020,3/31/2024,12/1/2020,Renewable,1
0013a00001ZzNm5AAF,11/30/2018,,11/30/2018,Evergreen,0
0013a00001ZzNMfAAN,3/10/2017,11/9/2023,11/10/2020,Evergreen,0
0013a00001ZzNmFAAV,7/24/2018,,3/8/2021,Evergreen,0
0013a00001ZzNmlAAF,8/10/2018,,2/17/2021,Evergreen,0
0013a00001ZzNMMAA3,2/25/2019,10/14/2020,2/25/2019,Evergreen,0
0013a00001ZzNmmAAF,11/11/2016,,11/11/2016,Evergreen,0
0013a00001ZzNMNAA3,11/29/2018,,11/29/2018,Evergreen,0
0013a00001ZzNMPAA3,6/20/2018,9/20/2022,9/21/2021,Renewable,1
0013a00001ZzNMqAAN,7/27/2016,,3/15/2021,Evergreen,0
0013a00001ZzNmuAAF,4/6/2016,,4/6/2016,Evergreen,0
0013a00001ZzNmUAAV,11/21/2018,11/21/2024,11/22/2021,Renewable,1
0013a00001ZzNmvAAF,5/13/2015,8/12/2023,8/13/2021,Renewable,1
0013a00001ZzNn4AAF,10/23/2018,10/23/2020,10/24/2019,Renewable,1
0013a00001ZzNn7AAF,11/30/2018,,11/30/2018,Evergreen,0
0013a00001ZzNndAAF,11/16/2018,,11/16/2018,Evergreen,0
0013a00001ZzNnjAAF,11/9/2016,4/15/2022,11/9/2016,Renewable,1
0013a00001ZzNnkAAF,7/25/2018,,7/25/2018,Evergreen,0
0013a00001ZzNNlAAN,5/28/2015,,5/28/2015,Evergreen,0
0013a00001ZzNNpAAN,9/21/2020,11/21/2022,11/19/2021,Renewable,1
0013a00001ZzNNqAAN,11/17/2018,10/29/2019,11/17/2018,Renewable,1
0013a00001ZznNQAAZ,6/1/2017,,1/17/2021,Evergreen,0
0013a00001ZznNVAAZ,10/12/2016,,10/12/2016,Evergreen,0
0013a00001ZzNnwAAF,4/5/2017,,4/5/2017,Evergreen,0
0013a00001ZzNNyAAN,9/8/2017,12/2/2019,9/8/2017,Evergreen,0
0013a00001ZzNNZAA3,11/30/2018,,3/3/2021,Evergreen,0
0013a00001ZzNnzAAF,7/10/2017,,7/10/2017,Evergreen,0
0013a00001ZzNO2AAN,9/28/2018,11/27/2019,9/28/2018,Renewable,1
0013a00001ZzNoBAAV,9/28/2018,6/26/2024,6/27/2021,Renewable,1
0013a00001ZzNoHAAV,3/3/2017,8/11/2022,7/3/2020,Renewable,1
0013a00001ZzNOiAAN,6/19/2015,,2/12/2021,Evergreen,0
0013a00001ZzNojAAF,11/28/2017,,11/28/2017,Evergreen,0
0013a00001ZznoMAAR,6/24/2019,9/24/2022,6/30/2020,Renewable,1
0013a00001ZzNoRAAV,10/11/2018,3/30/2020,10/11/2018,Evergreen,0
0013a00001ZzNP1AAN,6/19/2018,3/18/2021,3/19/2021,Evergreen,0
0013a00001ZzNp5AAF,3/23/2017,7/9/2020,3/23/2017,Evergreen,0
0013a00001ZzNPAAA3,11/15/2016,12/7/2024,12/8/2021,Renewable,1
0013a00001ZzNPcAAN,1/31/2018,,1/31/2018,Evergreen,0
0013a00001ZzNpFAAV,9/22/2015,,9/22/2015,Evergreen,0
0013a00001ZzNprAAF,2/26/2015,12/1/2022,12/2/2019,Renewable,1
0013a00001ZzNPsAAN,4/10/2017,12/31/2022,1/1/2022,Renewable,1
0013a00001ZzNPUAA3,4/30/2018,4/27/2021,4/28/2021,Evergreen,0
0013a00001ZzNpuAAF,10/30/2017,12/27/2024,12/28/2021,Renewable,1
0013a00001ZzNPVAA3,6/29/2018,5/31/2024,12/20/2021,Renewable,1
0013a00001ZzNpvAAF,10/3/2018,10/3/2024,10/4/2021,Renewable,1
0013a00001ZzNPxAAN,10/27/2017,,2/12/2021,Evergreen,0
0013a00001ZzNpyAAF,11/20/2018,11/19/2024,11/20/2021,Renewable,1
0013a00001ZzNq0AAF,10/16/2017,8/15/2024,8/16/2021,Renewable,1
0013a00001ZzNQ0AAN,7/30/2018,6/9/2020,6/10/2020,Evergreen,0
0013a00001ZzNQ4AAN,6/18/2018,8/17/2024,9/29/2021,Renewable,1
0013a00001ZzNQ5AAN,8/3/2018,6/2/2024,6/3/2021,Renewable,1
0013a00001ZzNq7AAF,7/26/2018,8/25/2024,8/26/2021,Renewable,1
0013a00001ZzNq8AAF,7/27/2018,,7/27/2018,Evergreen,0
0013a00001ZzNqdAAF,5/27/2015,2/28/2022,5/27/2015,Renewable,1
0013a00001ZzNqeAAF,3/23/2017,,3/23/2017,Evergreen,0
0013a00001ZzNqEAAV,1/2/2018,,1/2/2018,Evergreen,0
0013a00001ZzNqjAAF,8/3/2018,,8/3/2018,Evergreen,0
0013a00001ZzNqKAAV,12/18/2017,1/1/2024,1/2/2021,Renewable,1
0013a00001ZzNqlAAF,11/15/2017,,11/15/2017,Evergreen,0
0013a00001ZzNqMAAV,1/29/2019,1/27/2021,1/29/2019,Renewable,1
0013a00001ZzNqoAAF,3/23/2018,3/22/2025,3/23/2022,Renewable,1
0013a00001ZzNqOAAV,8/15/2018,,8/15/2018,Evergreen,0
0013a00001ZzNqpAAF,8/23/2018,3/23/2024,3/24/2021,Evergreen,0
0013a00001ZzNqPAAV,12/15/2017,,12/15/2017,Evergreen,0
0013a00001ZzNQsAAN,11/8/2018,,11/8/2018,Evergreen,0
0013a00001ZzNQtAAN,11/6/2018,12/23/2024,12/24/2021,Evergreen,0
0013a00001ZzNquAAF,12/30/2018,12/29/2019,12/30/2018,Renewable,1
0013a00001ZzNQuAAN,4/20/2017,,1/4/2021,Evergreen,0
0013a00001ZzNqvAAF,10/31/2016,3/24/2024,12/29/2021,Renewable,1
0013a00001ZzNQyAAN,2/14/2015,,2/14/2015,Evergreen,0
0013a00001ZzNR8AAN,9/25/2015,,9/25/2015,Evergreen,0
0013a00001ZzNrBAAV,11/8/2016,,2/5/2021,Evergreen,0
0013a00001ZzNRCAA3,1/17/2016,3/17/2022,3/18/2021,Renewable,1
0013a00001ZzNRDAA3,8/14/2017,,8/14/2017,Evergreen,0
0013a00001ZzNriAAF,9/25/2017,,9/25/2017,Evergreen,0
0013a00001ZznRIAAZ,2/26/2018,,2/26/2018,Evergreen,0
0013a00001ZzNrjAAF,5/15/2016,,2/22/2021,Evergreen,0
0013a00001ZzNrkAAF,11/20/2018,12/9/2019,11/20/2018,Evergreen,0
0013a00001ZzNrLAAV,10/3/2018,,10/3/2018,Evergreen,0
0013a00001ZzNrmAAF,5/30/2017,,5/30/2017,Evergreen,0
0013a00001ZzNrpAAF,7/31/2018,,7/31/2018,Evergreen,0
0013a00001ZzNrqAAF,9/27/2019,9/25/2022,9/27/2019,Renewable,1
0013a00001ZzNruAAF,12/18/2020,1/17/2021,12/18/2020,Renewable,1
0013a00001ZzNrVAAV,11/18/2016,,3/19/2021,Evergreen,0
0013a00001ZzNryAAF,1/3/2017,,3/12/2021,Evergreen,0
0013a00001ZzNrYAAV,12/13/2016,,12/13/2016,Evergreen,0
0013a00001ZzNrzAAF,8/7/2018,11/6/2024,11/7/2021,Renewable,1
0013a00001ZzNS2AAN,6/8/2017,,6/8/2017,Evergreen,0
0013a00001ZzNscAAF,10/18/2019,10/17/2022,10/18/2019,Renewable,1
0013a00001ZzNSDAA3,3/1/2017,9/22/2022,9/23/2019,Renewable,1
0013a00001ZzNsdAAF,5/5/2017,6/30/2022,7/1/2021,Renewable,1
0013a00001ZzNSeAAN,2/6/2017,,2/10/2021,Evergreen,0
0013a00001ZzNsEAAV,5/5/2017,2/4/2020,5/5/2017,Evergreen,0
0013a00001ZzNsIAAV,1/24/2017,7/23/2023,10/24/2020,Renewable,1
0013a00001ZzNSKAA3,10/31/2018,12/10/2019,10/31/2018,Evergreen,0
0013a00001ZzNsLAAV,2/10/2016,7/8/2023,7/9/2020,Renewable,1
0013a00001ZzNSmAAN,1/23/2019,1/22/2024,1/23/2021,Renewable,1
0013a00001ZzNSoAAN,3/8/2017,,3/8/2017,Evergreen,0
0013a00001ZzNSpAAN,10/11/2018,,10/11/2018,Evergreen,0
0013a00001ZzNsxAAF,5/31/2018,12/5/2022,12/6/2020,Renewable,1
0013a00001ZzNsXAAV,9/28/2017,,2/10/2021,Evergreen,0
0013a00001ZzNSYAA3,6/29/2018,10/22/2022,10/23/2019,Renewable,1
0013a00001ZzNt1AAF,2/1/2016,,2/1/2016,Evergreen,0
0013a00001ZzNT2AAN,1/30/2019,,3/16/2021,Evergreen,0
0013a00001ZzNT5AAN,7/1/2016,,3/16/2021,Evergreen,0
0013a00001ZzNTbAAN,10/12/2018,,10/12/2018,Evergreen,0
0013a00001ZzNTDAA3,3/2/2019,3/3/2024,3/4/2021,Renewable,1
0013a00001ZzNtdAAF,10/3/2018,10/3/2024,10/4/2021,Renewable,1
0013a00001ZzNTdAAN,11/2/2021,11/2/2024,11/2/2021,Renewable,1
0013a00001ZzNTFAA3,7/3/2018,,7/3/2018,Evergreen,0
0013a00001ZzNTGAA3,7/9/2018,,7/9/2018,Evergreen,0
0013a00001ZzNtGAAV,8/8/2018,,8/8/2018,Evergreen,0
0013a00001ZzNTHAA3,9/17/2019,9/16/2022,9/17/2019,Renewable,1
0013a00001ZzNtHAAV,8/28/2018,10/24/2021,10/25/2021,Renewable,1
